identifiant;status;type;filiere;nom;numero_de_version;date_de_publication;date_de_debut;date_de_fin;cause;information_complementaire;puissance_maximale_mw;puissance_disponible_mw
05470_EDF_T_00086462;Active;Chronique;Nucléaire;PALUEL 1;1;2022-11-19T11:08:07+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 1254MW; 23h55 : 1254MW 21/11/2022 00h00 : 1254MW; 01h25 : 1254MW; 01h30 : 1278MW; 03h55 : 1278MW; 04h00 : 1254MW; 07h25 : 1254MW; 07h30 : 1278MW; 18h55 : 1278MW; 19h00 : 1254MW; 23h55 : 1254MW";;
05470_EDF_T_00086461;Inactive;Chronique;Nucléaire;NOGENT 2;1;2022-11-19T11:08:03+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 1290MW; 02h25 : 1290MW; 02h30 : 1096MW; 02h55 : 1096MW; 03h00 : 1273MW; 03h55 : 1273MW; 04h00 : 1096MW; 13h25 : 1096MW; 13h30 : 1290MW; 23h55 : 1290MW 21/11/2022 00h00 : 1290MW; 23h55 : 1290MW";;
05470_EDF_T_00086460;Active;Chronique;Nucléaire;NOGENT 1;1;2022-11-19T11:08:00+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 260MW; 23h55 : 260MW 21/11/2022 00h00 : 260MW; 09h25 : 260MW; 09h30 : 1300MW; 22h55 : 1300MW; 23h00 : 260MW; 23h55 : 260MW";;
05470_EDF_T_00086459;Active;Chronique;Nucléaire;GRAVELINES 6;1;2022-11-19T11:07:56+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 914MW; 23h55 : 914MW 21/11/2022 00h00 : 914MW; 08h25 : 914MW; 08h30 : 950MW; 09h55 : 950MW; 10h00 : 914MW; 23h55 : 914MW";;
05470_EDF_T_00086458;Active;Chronique;Nucléaire;GRAVELINES 5;1;2022-11-19T11:07:53+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : -25MW; 22h25 : -25MW; 22h30 : 0MW; 22h55 : 0MW; 23h00 : 891MW; 23h55 : 891MW 21/11/2022 00h00 : 891MW; 23h55 : 891MW";;
05470_EDF_T_00086457;Active;Chronique;Nucléaire;GRAVELINES 1;1;2022-11-19T11:07:50+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 459MW; 23h55 : 459MW 21/11/2022 00h00 : 459MW; 23h55 : 459MW";;
05470_EDF_T_00086456;Active;Chronique;Nucléaire;GOLFECH 2;1;2022-11-19T11:07:47+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 1289MW; 23h55 : 1289MW 21/11/2022 00h00 : 1289MW; 23h55 : 1289MW";;
05470_EDF_T_00086455;Active;Chronique;Nucléaire;DAMPIERRE 4;1;2022-11-19T11:07:43+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 860MW; 23h55 : 860MW 21/11/2022 00h00 : 860MW; 23h55 : 860MW";;
05470_EDF_T_00086454;Active;Chronique;Nucléaire;DAMPIERRE 1;1;2022-11-19T11:07:40+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 870MW; 23h55 : 870MW 21/11/2022 00h00 : 870MW; 23h55 : 870MW";;
05470_EDF_T_00086453;Active;Chronique;Nucléaire;CRUAS 4;1;2022-11-19T11:07:37+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 904MW; 02h25 : 904MW; 02h30 : 840MW; 03h55 : 840MW; 04h00 : 904MW; 23h55 : 904MW 21/11/2022 00h00 : 904MW; 23h55 : 904MW";;
05470_EDF_T_00086452;Active;Chronique;Nucléaire;CRUAS 1;1;2022-11-19T11:07:33+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 180MW; 23h55 : 180MW 21/11/2022 00h00 : 180MW; 05h25 : 180MW; 05h30 : 922MW; 12h55 : 922MW; 13h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00086451;Active;Chronique;Nucléaire;CHINON 4;1;2022-11-19T11:07:30+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 405MW; 06h25 : 405MW; 06h30 : 890MW; 15h55 : 890MW; 16h00 : 405MW; 17h25 : 405MW; 17h30 : 830MW; 18h55 : 830MW; 19h00 : 405MW; 23h55 : 405MW 21/11/2022 00h00 : 405MW; 13h25 : 405MW; 13h30 : 890MW; 16h55 : 890MW; 17h00 : 405MW; 23h55 : 405MW";;
05470_EDF_T_00086450;Active;Chronique;Nucléaire;CHINON 3;1;2022-11-19T11:07:27+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 905MW; 23h55 : 905MW 21/11/2022 00h00 : 905MW; 23h55 : 905MW";;
05470_EDF_T_00086449;Inactive;Chronique;Nucléaire;CHINON 2;1;2022-11-19T11:07:24+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 754MW; 00h55 : 754MW; 01h00 : 276MW; 07h25 : 276MW; 07h30 : 754MW; 23h55 : 754MW 21/11/2022 00h00 : 276MW; 05h25 : 276MW; 05h30 : 854MW; 23h55 : 854MW";;
05470_EDF_T_00086448;Active;Chronique;Nucléaire;CHINON 1;1;2022-11-19T11:07:20+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 900MW; 14h25 : 900MW; 14h30 : 830MW; 15h55 : 830MW; 16h00 : 900MW; 23h55 : 900MW 21/11/2022 00h00 : 900MW; 23h55 : 900MW";;
05470_EDF_T_00086447;Active;Chronique;Nucléaire;CATTENOM 2;1;2022-11-19T11:07:17+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 697MW; 23h55 : 697MW 21/11/2022 00h00 : 697MW; 06h25 : 697MW; 06h30 : 1270MW; 16h55 : 1270MW; 17h00 : 697MW; 23h55 : 697MW";;
05470_EDF_T_00086445;Active;Chronique;Nucléaire;BUGEY 5;1;2022-11-19T11:07:14+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 180MW; 10h25 : 180MW; 10h30 : 875MW; 11h55 : 875MW; 12h00 : 180MW; 23h55 : 180MW 21/11/2022 00h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00086444;Active;Chronique;Nucléaire;BUGEY 4;1;2022-11-19T11:07:11+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 853MW; 23h55 : 853MW 21/11/2022 00h00 : 853MW; 23h55 : 853MW";;
05470_EDF_T_00086443;Active;Chronique;Nucléaire;BLAYAIS 4;1;2022-11-19T11:07:07+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 920MW; 23h55 : 920MW 21/11/2022 00h00 : 920MW; 23h55 : 920MW";;
05470_EDF_T_00086442;Active;Chronique;Nucléaire;BLAYAIS 3;1;2022-11-19T11:07:04+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 950MW; 23h55 : 950MW 21/11/2022 00h00 : 950MW; 23h55 : 950MW";;
05470_EDF_T_00086441;Inactive;Chronique;Nucléaire;BLAYAIS 2;1;2022-11-19T11:07:00+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 948MW; 01h55 : 948MW; 02h00 : 180MW; 07h25 : 180MW; 07h30 : 852MW; 23h55 : 852MW 21/11/2022 00h00 : 180MW; 06h25 : 180MW; 06h30 : 948MW; 13h55 : 948MW; 14h00 : 852MW; 23h55 : 852MW";;
05470_EDF_T_00086446;Active;Chronique;Nucléaire;BELLEVILLE 1;1;2022-11-19T11:06:57+01:00;2022-11-20T00:00:00+01:00;2022-11-21T00:00:00+01:00;Informations complémentaires;"PMIN 20/11/2022 00h00 : 260MW; 23h25 : 260MW; 23h30 : 1293MW; 23h55 : 1293MW 21/11/2022 00h00 : 1293MW; 06h55 : 1293MW; 07h00 : 260MW; 07h25 : 260MW; 07h30 : 1293MW; 12h55 : 1293MW; 13h00 : 260MW; 23h55 : 260MW";;
05470_EDF_T_00086425;Active;Planifiée;Gaz fossile;BOUCHAIN 7;3;2022-11-19T06:51:25+01:00;2022-11-19T08:00:00+01:00;2023-04-14T00:00:00+02:00;Informations complémentaires;Tranche inapte aux arrêts jusqu'à son départ programmé en VA. ------------------------------------------------------------------------------------------ Unit is unable to stop until its next yearly maintenance visit.;585.0;578.0
05470_EDF_T_00086420;Active;Planifiée;Gaz fossile;BOUCHAIN 7;3;2022-11-19T06:51:20+01:00;2022-11-19T03:00:00+01:00;2022-11-19T08:00:00+01:00;Maintenance prévisionnelle;;585.0;0.0
05470_EDF_T_00086154;Inactive;Planifiée;Nucléaire;BUGEY 4;19;2022-11-19T06:06:15+01:00;2022-11-13T05:14:00+01:00;2022-11-19T17:00:00+01:00;Informations complémentaires;Remontée par paliers en cours Prochain palier : PMD ------------------------------------------------- Unit is currently ramping up by steps Next step : PMD;880.0;734.0
05470_EDF_T_00086425;Inactive;Planifiée;Gaz fossile;BOUCHAIN 7;2;2022-11-19T05:51:15+01:00;2022-11-19T07:00:00+01:00;2023-04-14T00:00:00+02:00;Informations complémentaires;Tranche inapte aux arrêts jusqu'à son départ programmé en VA. ------------------------------------------------------------------------------------------ Unit is unable to stop until its next yearly maintenance visit.;585.0;578.0
05470_EDF_T_00086420;Inactive;Planifiée;Gaz fossile;BOUCHAIN 7;2;2022-11-19T05:45:25+01:00;2022-11-19T03:00:00+01:00;2022-11-19T07:00:00+01:00;Maintenance prévisionnelle;;585.0;0.0
05470_EDF_T_00086238;Inactive;Fortuite;Nucléaire;CHINON 3;9;2022-11-19T00:57:19+01:00;2022-11-14T10:30:00+01:00;2022-11-19T17:00:00+01:00;Informations complémentaires;Remontée par paliers en cours ? prochain palier : PMD  - Palier à 362 MW : 57h ? Palier à 781 MW : 39h - montée à PMD : 5h Les durées indiquées peuvent varier en fonction de l?évolution de paramètres techniques;905.0;780.0
05470_EDF_T_00086154;Inactive;Planifiée;Nucléaire;BUGEY 4;18;2022-11-18T21:27:19+01:00;2022-11-13T05:14:00+01:00;2022-11-19T12:00:00+01:00;Informations complémentaires;Remontée par paliers en cours Prochain palier : PMD ------------------------------------------------- Unit is currently ramping up by steps Next step : PMD;880.0;734.0
05470_EDF_T_00086349;Inactive;Planifiée;Nucléaire;GRAVELINES 5;3;2022-11-18T18:30:27+01:00;2022-11-19T01:00:00+01:00;2022-11-20T23:00:00+01:00;Maintenance prévisionnelle;;910.0;0.0
05470_EDF_H_00082482;Active;Planifiée;Réservoir hydraulique;BATHIE 3;3;2022-11-18T16:51:22+01:00;2022-11-14T07:00:00+01:00;2022-11-18T16:30:00+01:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_T_00086415;Active;Chronique;Nucléaire;TRICASTIN 4;2;2022-11-18T16:36:22+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 180MW; 12h25 : 180MW; 12h30 : 942MW; 19h55 : 942MW; 20h00 : 180MW; 23h55 : 180MW 20/11/2022 00h00 : 180MW; 23h55 : 180MW";;
05470_EDF_H_00083073;Active;Planifiée;Réservoir hydraulique;VOUGLANS;1;2022-11-18T16:21:49+01:00;2025-05-05T07:00:00+02:00;2025-08-01T17:00:00+02:00;Maintenance prévisionnelle;;285.0;154.0
05470_EDF_H_00083071;Active;Planifiée;Réservoir hydraulique;VOUGLANS;1;2022-11-18T16:21:43+01:00;2025-08-01T17:00:00+02:00;2025-08-29T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;285.0;154.0
05470_EDF_H_00082758;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;CHEYLAS 2;2;2022-11-18T16:21:38+01:00;2023-01-04T13:30:00+01:00;2023-01-04T17:00:00+01:00;Maintenance prévisionnelle;;259.0;0.0
05470_EDF_H_00082757;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;CHEYLAS 2;2;2022-11-18T16:21:32+01:00;2023-01-05T13:30:00+01:00;2023-01-05T17:00:00+01:00;Maintenance prévisionnelle;;259.0;0.0
05470_EDF_H_00082755;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;CHEYLAS 2;2;2022-11-18T16:21:27+01:00;2023-01-06T13:30:00+01:00;2023-01-06T17:00:00+01:00;Maintenance prévisionnelle;;259.0;0.0
05470_EDF_H_00068649;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;CHEYLAS;2;2022-11-18T16:21:21+01:00;2022-12-29T14:00:00+01:00;2022-12-29T17:00:00+01:00;Maintenance prévisionnelle;;485.0;0.0
05470_EDF_T_00032925;Active;Planifiée;Nucléaire;CATTENOM 4;33;2022-11-18T16:09:13+01:00;2022-02-18T23:00:00+01:00;2022-11-27T23:00:00+01:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1300.0;0.0
05470_EDF_H_00083070;Active;Planifiée;Réservoir hydraulique;VILLARODIN 1;1;2022-11-18T15:00:39+01:00;2022-11-21T13:30:00+01:00;2022-11-21T17:00:00+01:00;Maintenance prévisionnelle;;182.0;0.0
05470_EDF_H_00077895;Annulée;Planifiée;Réservoir hydraulique;ST ETIENNE CANTALES;2;2022-11-18T15:00:32+01:00;2023-05-18T08:00:00+02:00;2023-05-18T17:00:00+02:00;Maintenance prévisionnelle;;103.3;0.0
05470_EDF_T_00086414;Active;Chronique;Nucléaire;TRICASTIN 2;2;2022-11-18T14:31:01+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 180MW; 23h55 : 180MW 20/11/2022 00h00 : 931MW; 23h55 : 931MW";;
05470_EDF_T_00086412;Active;Chronique;Nucléaire;ST ALBAN 1;3;2022-11-18T14:30:57+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 1142MW; 06h25 : 1142MW; 06h30 : 1336MW; 08h55 : 1336MW; 09h00 : 1288MW; 09h55 : 1288MW; 10h00 : 1142MW; 23h55 : 1142MW 20/11/2022 00h00 : 1142MW; 08h25 : 1142MW; 08h30 : 1336MW; 12h55 : 1336MW; 13h00 : 1142MW; 14h25 : 1142MW; 14h30 : 1336MW; 15h55 : 1336MW; 16h00 : 1142MW; 23h55 : 1142MW";;
05470_EDF_T_00086396;Active;Chronique;Nucléaire;CHINON 4;2;2022-11-18T14:30:54+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 380MW; 17h25 : 380MW; 17h30 : 830MW; 18h55 : 830MW; 19h00 : 380MW; 23h55 : 380MW 20/11/2022 00h00 : 380MW; 06h25 : 380MW; 06h30 : 890MW; 10h55 : 890MW; 11h00 : 380MW; 23h55 : 380MW";;
05470_EDF_T_00086394;Active;Chronique;Nucléaire;CHINON 2;2;2022-11-18T14:30:50+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 276MW; 06h25 : 276MW; 06h30 : 754MW; 14h25 : 754MW; 14h30 : 830MW; 15h55 : 830MW; 16h00 : 754MW; 23h55 : 754MW 20/11/2022 00h00 : 754MW; 00h55 : 754MW; 01h00 : 276MW; 07h25 : 276MW; 07h30 : 754MW; 23h55 : 754MW";;
05470_EDF_T_00086390;Active;Chronique;Nucléaire;BUGEY 4;2;2022-11-18T14:30:46+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 734MW; 02h00 : 734MW; 02h05 : 736MW; 06h45 : 849MW; 06h55 : 853MW; 23h55 : 853MW 20/11/2022 00h00 : 853MW; 23h55 : 853MW";;
05470_EDF_H_00079741;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;COCHE;3;2022-11-18T14:21:15+01:00;2024-08-19T07:00:00+02:00;2024-09-13T17:00:00+02:00;Maintenance prévisionnelle;;384.0;0.0
05470_EDF_T_00086425;Inactive;Planifiée;Gaz fossile;BOUCHAIN 7;1;2022-11-18T13:21:16+01:00;2022-11-19T06:00:00+01:00;2023-04-14T00:00:00+02:00;Informations complémentaires;Tranche inapte aux arrêts jusqu'à son départ programmé en VA. ------------------------------------------------------------------------------------------ Unit is unable to stop until its next yearly maintenance visit.;585.0;578.0
05470_EDF_T_00086154;Inactive;Planifiée;Nucléaire;BUGEY 4;17;2022-11-18T13:12:23+01:00;2022-11-13T05:14:00+01:00;2022-11-19T07:00:00+01:00;Informations complémentaires;Remontée par paliers en cours Prochain palier : PMD ------------------------------------------------- Unit is currently ramping up by steps Next step : PMD;880.0;734.0
05470_EDF_H_00083066;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;GRAND MAISON 3;1;2022-11-18T13:12:17+01:00;2022-11-21T08:00:00+01:00;2022-11-24T17:00:00+01:00;Maintenance prévisionnelle;;152.0;0.0
05470_EDF_H_00083057;Active;Fortuite;Station de transfert d'énergie par pompage hydraulique;MONTEZIC 1;2;2022-11-18T13:06:15+01:00;2022-11-18T10:00:00+01:00;2022-11-18T12:40:00+01:00;Défaillance;;227.0;0.0
05470_EDF_T_00086416;Active;Planifiée;Houille fossile;CORDEMAIS 5;1;2022-11-18T12:27:22+01:00;2022-12-06T08:00:00+01:00;2022-12-06T17:00:00+01:00;Informations complémentaires;Essais prévus avec variations de puissance. Si une limitation de puissance se produit pendant l?essai, elle fera l?objet d?une publication spécifique. ------------------------------------------------------------------- Test runs. In this phase the dispatch schedule and the availability can be affected on short notice by the pending technical test schedules. In case of any limitation, a specific message will be published.;580.0;500.0
05470_EDF_T_00086408;Active;Chronique;Nucléaire;PALUEL 1;2;2022-11-18T12:21:42+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 1252MW; 01h25 : 1252MW; 01h30 : 1239MW; 02h55 : 1239MW; 03h00 : 1254MW; 23h55 : 1254MW 20/11/2022 00h00 : 1254MW; 23h55 : 1254MW";;
05470_EDF_T_00086418;Active;Planifiée;Houille fossile;CORDEMAIS 4;1;2022-11-18T12:21:37+01:00;2022-12-22T08:00:00+01:00;2022-12-22T17:00:00+01:00;Informations complémentaires;Essais prévus avec variations de puissance. Si une limitation de puissance se produit pendant l?essai, elle fera l?objet d?une publication spécifique. ------------------------------------------------------------------- Test runs. In this phase the dispatch schedule and the availability can be affected on short notice by the pending technical test schedules. In case of any limitation, a specific message will be published.;580.0;500.0
05470_EDF_T_00086417;Active;Planifiée;Houille fossile;CORDEMAIS 4;1;2022-11-18T12:21:31+01:00;2022-12-20T08:00:00+01:00;2022-12-20T17:00:00+01:00;Informations complémentaires;Essais prévus avec variations de puissance. Si une limitation de puissance se produit pendant l?essai, elle fera l?objet d?une publication spécifique. ------------------------------------------------------------------- Test runs. In this phase the dispatch schedule and the availability can be affected on short notice by the pending technical test schedules. In case of any limitation, a specific message will be published.;580.0;500.0
05470_EDF_T_00086391;Active;Chronique;Nucléaire;BELLEVILLE 1;2;2022-11-18T12:21:27+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 260MW; 14h25 : 260MW; 14h30 : 1290MW; 15h55 : 1290MW; 16h00 : 1245MW; 17h25 : 1245MW; 17h30 : 260MW; 23h55 : 260MW 20/11/2022 00h00 : 260MW; 23h55 : 260MW";;
05470_EDF_T_00086412;Inactive;Chronique;Nucléaire;ST ALBAN 1;2;2022-11-18T12:15:21+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 1127MW; 23h55 : 1127MW 20/11/2022 00h00 : 1127MW; 23h55 : 1127MW";;
05470_EDF_T_00086420;Inactive;Planifiée;Gaz fossile;BOUCHAIN 7;1;2022-11-18T12:12:14+01:00;2022-11-19T03:00:00+01:00;2022-11-19T06:00:00+01:00;Maintenance prévisionnelle;;585.0;0.0
05470_EDF_T_00083866;Active;Planifiée;Gaz fossile;BOUCHAIN 7;2;2022-11-18T12:06:17+01:00;2022-09-30T08:34:00+02:00;2022-11-19T03:00:00+01:00;Informations complémentaires;Tranche inapte aux arrêts jusqu'à son départ programmé en VA. ------------------------------------------------------------------------------------------ Unit is unable to stop until its next yearly maintenance visit.;585.0;578.0
05470_EDF_H_00082935;Active;Planifiée;Réservoir hydraulique;VILLARODIN;2;2022-11-18T11:51:34+01:00;2022-11-17T08:00:00+01:00;2022-11-17T13:00:00+01:00;Maintenance prévisionnelle;;364.0;0.0
05470_EDF_H_00082934;Active;Planifiée;Réservoir hydraulique;VILLARODIN;2;2022-11-18T11:51:29+01:00;2022-11-17T08:00:00+01:00;2022-11-17T13:00:00+01:00;Maintenance prévisionnelle;;364.0;0.0
05470_EDF_H_00082885;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;GRAND MAISON 10;2;2022-11-18T11:51:23+01:00;2022-11-21T13:30:00+01:00;2022-11-21T16:30:00+01:00;Maintenance prévisionnelle;;170.0;0.0
05470_EDF_H_00082936;Active;Planifiée;Réservoir hydraulique;COMBE D'AVRIEUX;2;2022-11-18T11:48:19+01:00;2022-11-17T08:00:00+01:00;2022-11-17T13:00:00+01:00;Maintenance prévisionnelle;;123.0;0.0
05470_EDF_H_00083048;Annulée;Planifiée;Réservoir hydraulique;COMBE D'AVRIEUX;3;2022-11-18T11:24:20+01:00;2022-11-18T13:30:00+01:00;2022-11-18T16:30:00+01:00;Maintenance prévisionnelle;;123.0;0.0
05470_EDF_T_00086415;Inactive;Chronique;Nucléaire;TRICASTIN 4;1;2022-11-18T11:18:20+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 180MW; 12h25 : 180MW; 12h30 : 942MW; 19h55 : 942MW; 20h00 : 180MW; 23h55 : 180MW 20/11/2022 00h00 : 180MW; 07h25 : 180MW; 07h30 : 942MW; 09h55 : 942MW; 10h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00086414;Inactive;Chronique;Nucléaire;TRICASTIN 2;1;2022-11-18T11:18:16+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 931MW; 00h55 : 931MW; 01h00 : 350MW; 01h25 : 350MW; 01h30 : 931MW; 08h55 : 931MW; 09h00 : 180MW; 23h55 : 180MW 20/11/2022 00h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00086413;Active;Chronique;Nucléaire;ST LAURENT 1;1;2022-11-18T11:18:12+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 180MW; 06h25 : 180MW; 06h30 : 890MW; 23h55 : 890MW 20/11/2022 00h00 : 890MW; 00h25 : 890MW; 00h30 : 180MW; 14h25 : 180MW; 14h30 : 820MW; 16h25 : 820MW; 16h30 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00086412;Inactive;Chronique;Nucléaire;ST ALBAN 1;1;2022-11-18T11:18:08+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 1127MW; 08h25 : 1127MW; 08h30 : 1288MW; 09h55 : 1288MW; 10h00 : 1127MW; 23h55 : 1127MW 20/11/2022 00h00 : 1127MW; 08h25 : 1127MW; 08h30 : 1321MW; 12h55 : 1321MW; 13h00 : 1127MW; 14h25 : 1127MW; 14h30 : 1321MW; 15h55 : 1321MW; 16h00 : 1127MW; 23h55 : 1127MW";;
05470_EDF_T_00086411;Active;Chronique;Nucléaire;PALUEL 4;1;2022-11-18T11:18:04+01:00;2022-11-19T00:00:00+01:00;2022-11-20T00:00:00+01:00;Informations complémentaires;"PMIN 19/11/2022 00h00 : 270MW; 23h55 : 270MW 20/11/2022 00h00 : 270MW; 07h25 : 270MW; 07h30 : 1251MW; 09h25 : 1251MW; 09h30 : 270MW; 23h55 : 270MW";;
